# energy s(up) s(down) p(up) p(down) d(up) d(down)
-6.756999999999999673e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.673600000000000421e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.590300000000000047e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.506999999999999673e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.423600000000000421e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.340300000000000047e+00 1.399999999999999986e-03 -1.399999999999999986e-03 0.000000000000000000e+00 -0.000000000000000000e+00 2.399999999999999790e-03 -2.399999999999999790e-03
-6.256999999999999673e+00 6.000000000000000125e-03 -6.000000000000000125e-03 4.000000000000000192e-04 -4.000000000000000192e-04 1.100000000000000110e-02 -1.100000000000000110e-02
-6.173600000000000421e+00 1.280000000000000061e-02 -1.280000000000000061e-02 1.000000000000000021e-03 -1.000000000000000021e-03 2.320000000000000187e-02 -2.320000000000000187e-02
-6.090300000000000047e+00 1.619999999999999912e-02 -1.619999999999999912e-02 2.000000000000000042e-03 -2.000000000000000042e-03 3.039999999999999647e-02 -3.039999999999999647e-02
-6.006999999999999673e+00 1.919999999999999832e-02 -1.919999999999999832e-02 3.199999999999999720e-03 -3.199999999999999720e-03 3.740000000000000269e-02 -3.740000000000000269e-02
-5.923600000000000421e+00 2.120000000000000009e-02 -2.120000000000000009e-02 4.599999999999999922e-03 -4.599999999999999922e-03 4.259999999999999204e-02 -4.259999999999999204e-02
-5.840300000000000047e+00 2.319999999999999840e-02 -2.319999999999999840e-02 6.400000000000001174e-03 -6.400000000000001174e-03 4.839999999999999858e-02 -4.839999999999999858e-02
-5.756999999999999673e+00 2.520000000000000018e-02 -2.520000000000000018e-02 8.800000000000000530e-03 -8.800000000000000530e-03 5.500000000000000722e-02 -5.500000000000000722e-02
-5.673600000000000421e+00 2.680000000000000090e-02 -2.680000000000000090e-02 1.140000000000000041e-02 -1.140000000000000041e-02 6.300000000000000044e-02 -6.300000000000000044e-02
-5.590300000000000047e+00 2.800000000000000058e-02 -2.800000000000000058e-02 1.600000000000000033e-02 -1.600000000000000033e-02 1.360000000000000098e-01 -1.360000000000000098e-01
-5.506999999999999673e+00 2.920000000000000026e-02 -2.920000000000000026e-02 2.199999999999999872e-02 -2.199999999999999872e-02 1.851999999999999758e-01 -1.851999999999999758e-01
-5.423600000000000421e+00 3.039999999999999994e-02 -3.039999999999999994e-02 2.980000000000000010e-02 -2.980000000000000010e-02 2.276000000000000245e-01 -2.276000000000000245e-01
-5.340300000000000047e+00 3.139999999999999736e-02 -3.139999999999999736e-02 4.080000000000000293e-02 -4.080000000000000293e-02 2.707999999999999852e-01 -2.707999999999999852e-01
-5.256999999999999673e+00 3.200000000000000067e-02 -3.200000000000000067e-02 5.760000000000000536e-02 -5.760000000000000536e-02 3.290000000000000147e-01 -3.290000000000000147e-01
-5.173600000000000421e+00 3.300000000000000155e-02 -3.300000000000000155e-02 8.419999999999999707e-02 -8.419999999999999707e-02 4.052000000000000046e-01 -4.052000000000000046e-01
-5.090300000000000047e+00 3.379999999999999671e-02 -3.379999999999999671e-02 1.410000000000000142e-01 -1.410000000000000142e-01 5.499999999999999334e-01 -5.499999999999999334e-01
-5.006999999999999673e+00 2.599999999999999881e-02 -2.599999999999999881e-02 2.486000000000000154e-01 -2.488000000000000211e-01 8.659999999999999920e-01 -8.659999999999999920e-01
-4.923600000000000421e+00 2.019999999999999921e-02 -2.019999999999999921e-02 1.973999999999999921e-01 -1.973999999999999921e-01 8.738000000000000211e-01 -8.738000000000000211e-01
-4.840300000000000047e+00 1.540000000000000049e-02 -1.540000000000000049e-02 1.207999999999999907e-01 -1.207999999999999907e-01 7.117999999999999883e-01 -7.117999999999999883e-01
-4.756999999999999673e+00 1.159999999999999920e-02 -1.159999999999999920e-02 5.639999999999999875e-02 -5.639999999999999875e-02 5.003999999999999559e-01 -5.003999999999999559e-01
-4.673600000000000421e+00 1.260000000000000009e-02 -1.260000000000000009e-02 2.359999999999999945e-02 -2.359999999999999945e-02 2.767999999999999905e-01 -2.767999999999999905e-01
-4.590300000000000047e+00 1.919999999999999832e-02 -1.919999999999999832e-02 2.799999999999999711e-02 -2.799999999999999711e-02 2.780000000000000249e-01 -2.780000000000000249e-01
-4.506999999999999673e+00 2.539999999999999897e-02 -2.539999999999999897e-02 3.640000000000000180e-02 -3.640000000000000180e-02 3.457999999999999963e-01 -3.457999999999999963e-01
-4.423600000000000421e+00 3.280000000000000276e-02 -3.280000000000000276e-02 4.800000000000000100e-02 -4.800000000000000100e-02 3.400000000000000244e-01 -3.400000000000000244e-01
-4.340300000000000047e+00 4.420000000000000318e-02 -4.420000000000000318e-02 6.179999999999999383e-02 -6.179999999999999383e-02 3.464000000000000412e-01 -3.464000000000000412e-01
-4.256999999999999673e+00 6.919999999999999762e-02 -6.919999999999999762e-02 9.619999999999999385e-02 -9.619999999999999385e-02 4.167999999999999483e-01 -4.167999999999999483e-01
-4.173600000000000421e+00 8.060000000000000497e-02 -8.060000000000000497e-02 1.157999999999999863e-01 -1.157999999999999863e-01 4.481999999999999318e-01 -4.481999999999999318e-01
-4.090300000000000047e+00 5.460000000000000270e-02 -5.460000000000000270e-02 8.559999999999999554e-02 -8.559999999999999554e-02 2.987999999999999545e-01 -2.987999999999999545e-01
-4.006999999999999673e+00 5.099999999999999672e-02 -5.099999999999999672e-02 8.740000000000000546e-02 -8.740000000000000546e-02 2.477999999999999647e-01 -2.477999999999999647e-01
-3.923599999999999977e+00 6.300000000000000044e-02 -6.300000000000000044e-02 1.000000000000000056e-01 -1.000000000000000056e-01 2.730000000000000204e-01 -2.730000000000000204e-01
-3.840300000000000047e+00 4.499999999999999833e-02 -4.499999999999999833e-02 9.600000000000000200e-02 -9.600000000000000200e-02 1.925999999999999934e-01 -1.925999999999999934e-01
-3.757000000000000117e+00 4.680000000000000132e-02 -4.680000000000000132e-02 9.379999999999999449e-02 -9.379999999999999449e-02 1.846000000000000141e-01 -1.846000000000000141e-01
-3.673599999999999977e+00 5.659999999999999754e-02 -5.659999999999999754e-02 9.379999999999999449e-02 -9.379999999999999449e-02 2.038000000000000089e-01 -2.038000000000000089e-01
-3.590300000000000047e+00 6.500000000000000222e-02 -6.500000000000000222e-02 1.008000000000000007e-01 -1.008000000000000007e-01 2.428000000000000158e-01 -2.428000000000000158e-01
-3.507000000000000117e+00 7.299999999999999545e-02 -7.299999999999999545e-02 9.700000000000000289e-02 -9.700000000000000289e-02 2.481999999999999762e-01 -2.481999999999999762e-01
-3.423599999999999977e+00 6.479999999999999649e-02 -6.479999999999999649e-02 9.120000000000000329e-02 -9.120000000000000329e-02 2.055999999999999772e-01 -2.055999999999999772e-01
-3.340300000000000047e+00 5.580000000000000238e-02 -5.580000000000000238e-02 9.179999999999999272e-02 -9.179999999999999272e-02 1.839999999999999969e-01 -1.839999999999999969e-01
-3.257000000000000117e+00 4.880000000000000310e-02 -4.880000000000000310e-02 9.460000000000000353e-02 -9.460000000000000353e-02 1.705999999999999739e-01 -1.705999999999999739e-01
-3.173599999999999977e+00 4.420000000000000318e-02 -4.420000000000000318e-02 1.141999999999999960e-01 -1.141999999999999960e-01 1.927999999999999714e-01 -1.927999999999999714e-01
-3.090300000000000047e+00 3.919999999999999873e-02 -3.919999999999999873e-02 1.237999999999999934e-01 -1.236000000000000154e-01 1.778000000000000136e-01 -1.778000000000000136e-01
-3.007000000000000117e+00 3.500000000000000333e-02 -3.500000000000000333e-02 8.140000000000000013e-02 -8.140000000000000013e-02 1.372000000000000164e-01 -1.372000000000000164e-01
-2.923599999999999977e+00 2.999999999999999889e-02 -2.999999999999999889e-02 5.820000000000000173e-02 -5.820000000000000173e-02 9.860000000000000708e-02 -9.860000000000000708e-02
-2.840300000000000047e+00 2.639999999999999986e-02 -2.639999999999999986e-02 5.360000000000000181e-02 -5.360000000000000181e-02 1.018000000000000016e-01 -1.018000000000000016e-01
-2.757000000000000117e+00 2.280000000000000082e-02 -2.280000000000000082e-02 5.299999999999999850e-02 -5.299999999999999850e-02 1.058000000000000052e-01 -1.058000000000000052e-01
-2.673599999999999977e+00 1.959999999999999937e-02 -1.959999999999999937e-02 5.519999999999999907e-02 -5.519999999999999907e-02 1.126000000000000056e-01 -1.126000000000000056e-01
-2.590300000000000047e+00 2.139999999999999888e-02 -2.139999999999999888e-02 6.320000000000000617e-02 -6.320000000000000617e-02 1.250000000000000000e-01 -1.250000000000000000e-01
-2.507000000000000117e+00 2.139999999999999888e-02 -2.139999999999999888e-02 6.259999999999998899e-02 -6.259999999999998899e-02 1.236000000000000015e-01 -1.236000000000000015e-01
-2.423599999999999977e+00 2.580000000000000002e-02 -2.580000000000000002e-02 8.699999999999999400e-02 -8.699999999999999400e-02 1.433999999999999997e-01 -1.433999999999999997e-01
-2.340300000000000047e+00 2.019999999999999921e-02 -2.019999999999999921e-02 1.086000000000000021e-01 -1.086000000000000021e-01 1.805999999999999828e-01 -1.805999999999999828e-01
-2.257000000000000117e+00 1.660000000000000017e-02 -1.660000000000000017e-02 1.073999999999999955e-01 -1.073999999999999955e-01 1.864000000000000101e-01 -1.864000000000000101e-01
-2.173599999999999977e+00 1.559999999999999928e-02 -1.559999999999999928e-02 1.145999999999999935e-01 -1.145999999999999935e-01 2.006000000000000005e-01 -2.006000000000000005e-01
-2.090300000000000047e+00 1.400000000000000029e-02 -1.400000000000000029e-02 1.113999999999999990e-01 -1.113999999999999990e-01 1.923999999999999877e-01 -1.923999999999999877e-01
-2.007000000000000117e+00 1.340000000000000045e-02 -1.340000000000000045e-02 1.115999999999999909e-01 -1.115999999999999909e-01 1.915999999999999925e-01 -1.915999999999999925e-01
-1.923599999999999977e+00 1.359999999999999924e-02 -1.359999999999999924e-02 1.184000000000000052e-01 -1.184000000000000052e-01 1.967999999999999750e-01 -1.967999999999999750e-01
-1.840300000000000047e+00 1.379999999999999977e-02 -1.379999999999999977e-02 1.073999999999999955e-01 -1.073999999999999955e-01 1.945999999999999952e-01 -1.945999999999999952e-01
-1.757000000000000117e+00 1.359999999999999924e-02 -1.359999999999999924e-02 1.137999999999999845e-01 -1.137999999999999845e-01 2.038000000000000089e-01 -2.038000000000000089e-01
-1.673599999999999977e+00 1.400000000000000029e-02 -1.400000000000000029e-02 1.272000000000000075e-01 -1.272000000000000075e-01 2.322000000000000175e-01 -2.322000000000000175e-01
-1.590300000000000047e+00 1.379999999999999977e-02 -1.379999999999999977e-02 1.134000000000000008e-01 -1.134000000000000008e-01 1.970000000000000084e-01 -1.970000000000000084e-01
-1.507000000000000117e+00 1.359999999999999924e-02 -1.359999999999999924e-02 1.050000000000000100e-01 -1.050000000000000100e-01 2.094000000000000028e-01 -2.094000000000000028e-01
-1.423599999999999977e+00 1.260000000000000009e-02 -1.260000000000000009e-02 1.055999999999999994e-01 -1.055999999999999994e-01 2.333999999999999964e-01 -2.333999999999999964e-01
-1.340300000000000047e+00 1.220000000000000077e-02 -1.220000000000000077e-02 1.105999999999999900e-01 -1.105999999999999900e-01 2.838000000000000522e-01 -2.838000000000000522e-01
-1.257000000000000117e+00 1.700000000000000122e-02 -1.700000000000000122e-02 1.509999999999999953e-01 -1.509999999999999953e-01 3.784000000000000696e-01 -3.784000000000000696e-01
-1.173599999999999977e+00 1.420000000000000082e-02 -1.420000000000000082e-02 1.195999999999999980e-01 -1.195999999999999980e-01 2.259999999999999787e-01 -2.259999999999999787e-01
-1.090300000000000047e+00 2.060000000000000026e-02 -2.060000000000000026e-02 1.731999999999999929e-01 -1.731999999999999929e-01 3.005999999999999783e-01 -3.005999999999999783e-01
-1.007000000000000117e+00 1.760000000000000106e-02 -1.760000000000000106e-02 1.802000000000000268e-01 -1.802000000000000268e-01 2.630000000000000115e-01 -2.630000000000000115e-01
-9.235999999999999766e-01 1.379999999999999977e-02 -1.379999999999999977e-02 1.207999999999999907e-01 -1.207999999999999907e-01 1.769999999999999907e-01 -1.769999999999999907e-01
-8.403000000000000469e-01 1.280000000000000061e-02 -1.280000000000000061e-02 1.310000000000000053e-01 -1.310000000000000053e-01 2.051999999999999935e-01 -2.051999999999999935e-01
-7.570000000000001172e-01 1.060000000000000005e-02 -1.060000000000000005e-02 1.246000000000000024e-01 -1.246000000000000024e-01 2.008000000000000063e-01 -2.008000000000000063e-01
-6.735999999999999766e-01 8.000000000000000167e-03 -8.000000000000000167e-03 1.171999999999999986e-01 -1.171999999999999986e-01 1.689999999999999836e-01 -1.689999999999999836e-01
-5.903000000000000469e-01 6.199999999999999782e-03 -6.199999999999999782e-03 1.032000000000000139e-01 -1.032000000000000139e-01 1.187999999999999889e-01 -1.187999999999999889e-01
-5.069999999999996732e-01 5.199999999999999761e-03 -5.199999999999999761e-03 8.739999999999999158e-02 -8.739999999999999158e-02 8.719999999999999973e-02 -8.719999999999999973e-02
-4.236000000000004206e-01 4.799999999999999580e-03 -4.799999999999999580e-03 5.979999999999999899e-02 -5.979999999999999899e-02 5.999999999999999778e-02 -5.999999999999999778e-02
-3.403000000000000469e-01 5.400000000000000286e-03 -5.400000000000000286e-03 5.939999999999999447e-02 -5.939999999999999447e-02 4.479999999999999954e-02 -4.479999999999999954e-02
-2.569999999999996732e-01 3.799999999999999992e-03 -3.799999999999999992e-03 4.000000000000000083e-03 -4.000000000000000083e-03 1.619999999999999912e-02 -1.619999999999999912e-02
-1.736000000000004206e-01 3.599999999999999901e-03 -3.599999999999999901e-03 2.000000000000000042e-03 -2.000000000000000042e-03 1.059999999999999831e-02 -1.059999999999999831e-02
-9.030000000000004690e-02 3.599999999999999901e-03 -3.599999999999999901e-03 1.200000000000000112e-03 -1.200000000000000112e-03 8.000000000000000167e-03 -8.000000000000000167e-03
-6.999999999999673150e-03 1.799999999999999951e-03 -1.799999999999999951e-03 2.000000000000000096e-04 -2.000000000000000096e-04 2.799999999999999972e-03 -2.799999999999999972e-03
7.639999999999957936e-02 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.596999999999999531e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.430000000000003268e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.263999999999995794e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
4.096999999999999531e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
4.930000000000003268e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
5.763999999999995794e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
6.596999999999999531e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
7.430000000000003268e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
8.263999999999995794e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
9.096999999999999531e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
9.930000000000003268e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.076399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.159699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.243000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.326399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.409699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.493000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.576399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.659699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.743000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.826399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.909699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.993000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.076399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.159699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.243000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.326399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.409699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.493000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.576399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.659699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.743000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.826399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.909699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.993000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.076399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.159699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.243000000000000327e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.326399999999999579e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.409699999999999953e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
3.492999999999999439e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
